AZTEC-11-1066_000331-T1	14-3-3=3.3e-107
AF100-12-43_009564-T1	Abhydrolase_3=6.7e-20;COesterase=1.1e-05
ASFUM08-19-02-30_000644-T1	ATG7_N=1.5e-108;ThiF=3.4e-45
AF100-12-24_003658-T1	NmrA=1.4e-12
AF100-12-4_002063-T1	zf-RRN7=2.3e-11
ASFUM08-12-12-13_005568-T1	JAB=2.9e-11;MitMem_reg=4.5e-17
F18329_003204-T1	MFS_1=8.1e-20;Sugar_tr=4.3e-81
CF098_004522-T1	Meth_synt_2=1.5e-14
ASFUM08-12-12-13_004849-T1	SDH_C=8.6e-11;Shikimate_DH=1.9e-09;Shikimate_dh_N=6.3e-20
AZTEC-14-484_007962-T1	TGT=3.9e-144
ASFUM08-12-12-13_010220-T1	HD=8.4e-07
AF100-12-17_009534-T1	UDPG_MGDP_dh=1.1e-10;UDPG_MGDP_dh_C=2.8e-21;UDPG_MGDP_dh_N=5.8e-37;UDPG_MGDP_dh_N=5.8e-37
AZTEC-11-1066_007271-T1	CBM_20=7.1e-28;Glyco_hydro_15=5.2e-100
ASFUM117535A-1_007026-T1	zf-C2H2=2.3e-07
CM2495_007250-T1	Arylsulfotrans=2.8e-12;Arylsulfotran_2=3.7e-44
IFM-58401_004476-T1	K_oxygenase=3.4e-12
AZTEC-11-1066_006079-T1	TRF=8.8e-95
ASFUM08-12-12-13_005882-T1	MFS_1=1.4e-34;MFS_1=1.4e-34;Sugar_tr=1e-10
ASFUM08-12-12-13_004058-T1	Vps62=2e-14
AF100-10C_006521-T1	Glyco_hydro_28=3.8e-50
ATCC-46645_006550-T1	AAA=2.9e-11;Rep_fac_C=9.4e-11;RuvB_N=3.9e-06
AZTEC-5-223_004713-T1	ChAPs=6.1e-159
ASFUM08-19-02-10_004752-T1	ATG14=1.3e-14
ASFUM08-12-12-13_001283-T1	ABC1=2.2e-10;Pkinase=1.6e-59;PK_Tyr_Ser-Thr=6.1e-44
TP32_009505-T1	Glyoxalase=3.3e-12
ASFUM08-12-12-13_008234-T1	Ima1_N=6.3e-37
AF100-12-37_007369-T1	His_Phos_2=2.6e-35
AF100-12-23_002969-T1	DUF3445=1.3e-83
ASFUM08-12-12-13_004212-T1	DUF1746=6.1e-42
ASFUM08-12-12-13_004613-T1	Mo25=1.9e-143
AF100-12-7G_001944-T1	PhyH=1.9e-36
DMC2AF100-1-18_002940-T1	Fungal_trans=5e-28;Zn_clus=2.8e-10
ASFUM08-12-12-13_004424-T1	Aim21=4.4e-284
AF100-12-37_006949-T1	EF-hand_1=4.2e-15;EF-hand_5=1.9e-07;EF-hand_5=1.9e-07;EF-hand_6=1.4e-12;EF-hand_7=4.2e-13;EF-hand_8=5.5e-08;EF-hand_8=5.5e-08;ZZ=1.5e-13
AF100-12-21_006491-T1	WD40=6.8e-10
CM3249_002330-T1	zf-C2H2=2e-14;zf-C2H2=2e-14;zf-C2H2_4=5.5e-10;zf-C2H2_6=1.7e-09;zf-met=1.2e-06
ASFUM117535A-1_000040-T1	Aldo_ket_red=7.6e-43
ASFUM08-12-12-13_010053-T1	Git3=1.2e-42;GPR_Gpa2_C=2.4e-16
NCPF-7820_005514-T1	ANAPC4_WD40=2.2e-08;WD40=1.8e-18;WD40=1.8e-18
AF100-12-43_001956-T1	Tubulin=2e-68;Tubulin_C=3.9e-52
AF100-10A_000282-T1	ADH_N=5.1e-32;ADH_zinc_N=2.6e-15
AF100-10C_003150-T1	DEAD=2.9e-45;Helicase_C=2.1e-21
CM3262_001317-T1	RPE65=9.5e-116
ASFUM08-12-12-13_001804-T1	adh_short=1.3e-46;adh_short_C2=4.5e-29
AF100-10A_000942-T1	ECM11=4.3e-47
AF100-12-7G_009822-T1	Rhodanese=6.6e-17
ASFUM08-12-12-13_009389-T1	PRP4=7.7e-16;WD40=4.2e-32;WD40=4.2e-32;WD40=4.2e-32;WD40=4.2e-32
CM3249_002197-T1	HEAT_2=3.4e-38
AF106-6-9_008097-T1	TRAM1=9.2e-12;TRAM_LAG1_CLN8=5.6e-43
F20063_001113-T1	BING4CT=1.8e-29
TP32_006932-T1	GHMP_kinases_C=1.3e-09;GHMP_kinases_N=1.3e-16
ASFUM1F1SW-F4_009361-T1	Pkinase=6.8e-53;PK_Tyr_Ser-Thr=3.2e-33
AF100-12-35_006901-T1	Pkinase=5.9e-33;PK_Tyr_Ser-Thr=9.6e-10
ASFUM08-12-12-13_000251-T1	Alba=4.6e-23;Rpp20=1.9e-52
AF106-6-2_007472-T1	Gelsolin=4.3e-11;Sec23_BS=7.1e-18;Sec23_helical=3.7e-24;Sec23_trunk=6.4e-72;zf-Sec23_Sec24=9.8e-18
AF100-12-27_008081-T1	IBR=1.5e-15;IBR=1.5e-15
AF100-12-17_000938-T1	MFS_1=3.2e-48;MFS_1=3.2e-48
ASFUM08-12-12-13_002150-T1	Clr2=7.8e-38;Clr2_transil=2.4e-17
ASFUM08-12-12-13_003676-T1	DUF4336=3.1e-20
ASFUM08-12-12-13_005797-T1	HAT_KAT11=1.2e-116
AF100-12-10_000722-T1	MFS_1=3.2e-37
AF100-12-17_004446-T1	Glycos_transf_2=3.3e-34;Glyco_tranf_2_3=5.6e-14
ASFUM08-19-02-30_002857-T1	Cullin=2.7e-198;Cullin_Nedd8=1.3e-27
ASFUM12-7504462_010305-T1	zf-CCHC=1.2e-36;zf-CCHC=1.2e-36;zf-CCHC=1.2e-36;zf-CCHC=1.2e-36;zf-CCHC=1.2e-36
ASFUM08-19-02-46_001363-T1	MFS_1=6.3e-23;Sugar_tr=2.1e-92;TRI12=7.6e-07
ASFUM08-12-12-13_005624-T1	CRT-like=1.2e-10;SLC35F=3.4e-100
AF100-10A_002758-T1	MFS_1=2.9e-20;Sugar_tr=1.2e-86
ASFUM08-12-12-13_005392-T1	Forkhead=9.4e-38
ASFUM08-12-12-13_000429-T1	ANTH=3.7e-63;ENTH=5.7e-08
AFIS-23107-CDC-12_001423-T1	AMP-binding=1.2e-11;AMP-binding_C=5.5e-09
ASFUM08-12-12-13_001434-T1	RNase_T=8.9e-10
AZTEC-4-250_006655-T1	FeoB_N=2.6e-10;MMR_HSR1=5.2e-21;MMR_HSR1_Xtn=1.8e-40;PALP=1.9e-35;Rhodanese=1.1e-10;TGS=1.3e-24
ASFUM08-12-12-13_007891-T1	DUF1687=5e-27
ASFUM08-12-12-13_006285-T1	adh_short=3.8e-24;adh_short_C2=1.3e-20;Epimerase=7.9e-08;KR=1.7e-09
AF100-12-17_006478-T1	FMN_dh=4.4e-120
AF100-12-3G_001828-T1	HPP=9.5e-30;Promethin=3.4e-09
IFM-59359_008853-T1	Dynamitin=1.7e-43
ASFUM08-12-12-13_001047-T1	Aconitase=7e-164;Aconitase_C=2e-43
ASFUM08-12-12-13_004455-T1	HCO3_cotransp=1.6e-87;HCO3_cotransp=1.6e-87
F18304_008607-T1	KOW=4.5e-07;Ribosomal_L26=1.7e-40
ASFUM08-31-08-91_002764-T1	IU_nuc_hydro=1.5e-59
ASFUM08-12-12-13_009620-T1	Alpha-amylase=6.7e-111
NCPF-7811_009223-T1	eIF3m_C_helix=1.3e-11;PCI=2.2e-10
AZTEC-5-223_000824-T1	Lyase_aromatic=1.4e-159
AZTEC-4-250_008404-T1	Tht1=7.9e-10
DMC2AF100-1-18_001187-T1	LCCL=3.3e-29
JN10_006329-T1	Cellulase=4.8e-11
AF100-12-27_006823-T1	WHIM1=1.3e-09
CM2495_005367-T1	ARMT1-like_dom=1.5e-141
AF100-11C_006189-T1	Sad1_UNC=3.3e-15
AZTEC-9-222_006749-T1	Pet127=7.8e-121
LMB-35Aa_005485-T1	TPP_enzyme_C=1.9e-51;TPP_enzyme_M=8.4e-41;TPP_enzyme_N=1.2e-58
DMC2-AF100-1-14_008749-T1	Aldedh=2.2e-79
COH-885_010496-T1	Myosin_tail_1=8.5e-102
AZTEC-4-250_006158-T1	CBS=1.1e-21;CBS=1.1e-21
AF100-12-26_009891-T1	ADH_N_2=3.2e-27;ADH_zinc_N=2.2e-23;ADH_zinc_N_2=1.2e-08
ASFUM08-12-12-13_005957-T1	MFS_1=1.1e-45;Sugar_tr=9.5e-12;TRI12=6.1e-08
ASFUM08-19-02-10_001122-T1	AA_permease=4.8e-19;AA_permease_2=1.9e-74
AF100-12-26_008047-T1	Fungal_trans_2=1.5e-12
IFM-60237_010125-T1	Mito_carr=1.6e-36;Mito_carr=1.6e-36;Mito_carr=1.6e-36
AF100-10A_007381-T1	FAD_binding_8=5.8e-23;Ferric_reduct=2.4e-11;NAD_binding_6=1.3e-24
ASFUM08-12-12-13_008069-T1	Mannosyl_trans3=1e-65;Mannosyl_trans3=1e-65
ASFUM08-12-12-13_009987-T1	Cu_amine_oxid=1.1e-163
IFM-61407_006137-T1	PLAC8=4.1e-11
ASFUM08-19-02-46_001293-T1	Cellulase=3.2e-33
CM2495_004504-T1	Zn_clus=4.3e-09
AZTEC-14-484_000744-T1	ACPS=3.9e-13
AZTEC-8-224_000678-T1	Na_Ca_ex=3.6e-25;Na_Ca_ex=3.6e-25
ASFUM08-12-12-13_002023-T1	DNA_primase_lrg=5.4e-89
AF100-12-17_008166-T1	Mitofilin=1.5e-162;Mitofilin=1.5e-162
AF100-11A_007298-T1	DAO=1.3e-26
MO79587EXP_009000-T1	Arf=6.5e-12;Ras=5.8e-51;Roc=4.4e-31
ASFUM08-12-12-13_002950-T1	Abhydrolase_3=1.7e-27;Say1_Mug180=6.5e-22
ASFUM08-12-12-13_002397-T1	Cyclin=3.4e-33;Cyclin_N=1e-05
CM2495_000960-T1	CUE=8.6e-13
COH-694_000720-T1	Ribosomal_L44=1.4e-35
IFM-59359_007943-T1	FAA_hydrolase=1.1e-63
ASFUM08-12-12-13_000631-T1	Bac_GDH=2.4e-18;ELFV_dehydrog=2.6e-69
AF106-6-9_000620-T1	UDG=1.1e-24
ATCC46645_010581-T1	DUF3435=4.3e-152
AZTEC-8-224_008398-T1	DUF2011=5.4e-35
AZTEC-12-128_005771-T1	DUF1688=3e-184
IFM-62516_003283-T1	PS-DH=6.9e-22
AF100-12-38_000238-T1	SUR7=5.4e-42
AF100-12-10_005588-T1	CAMSAP_CH=3.5e-12;CH=1.2e-46;CH=1.2e-46;EFhand_Ca_insen=3e-30
ASFUM08-12-12-13_005581-T1	Cu_amine_oxid=4.3e-159;Cu_amine_oxidN2=7.6e-16;Cu_amine_oxidN3=9.8e-25
AF100-10A_007306-T1	Mito_carr=1.5e-64;Mito_carr=1.5e-64;Mito_carr=1.5e-64
AF100-12-8_008830-T1	GST_C=2.3e-10;GST_C_2=2.4e-07;GST_C_3=4.1e-11
ASFUM08-19-02-46_004518-T1	adh_short=6.6e-23;adh_short_C2=3.9e-42;KR=1.3e-06
ASFUM08-12-12-13_002545-T1	R3H=2.4e-09;SUZ=3.8e-16
ASFUM08-12-12-13_004120-T1	Lactamase_B=4.7e-08
DMC2-AF100-1-24_005126-T1	Sec2p=4.3e-30
F18304_002973-T1	ILVD_EDD=4.2e-172;ILVD_EDD=4.2e-172
ASFUM08-19-02-10_000979-T1	NTP_transf_2=3.4e-11;PAP_assoc=1.4e-17
AF100-12-7G_006177-T1	NAD_kinase=2.7e-28;NAD_kinase_C=2.2e-34
ASFUM12-7504652_006309-T1	Methyltransf_11=6e-19;Methyltransf_12=5.4e-13;Methyltransf_2=9e-07;Methyltransf_23=3.6e-14;Methyltransf_25=9.6e-21;Methyltransf_31=4.7e-13;MTS=5.1e-07;Ubie_methyltran=3.1e-09
AF100-11C_010058-T1	Methyltransf_10=2.2e-69
ASFUM08-12-12-13_000447-T1	Abhydrolase_3=1.4e-28;Say1_Mug180=1.7e-15
ASFUM08-12-12-13_007794-T1	Zn_clus=6.2e-10
CM7632_007999-T1	MFS_1=1.1e-20;Sugar_tr=1.8e-50
AF100-10C_008662-T1	Hydrolase_6=2.2e-25;Hydrolase_like=3.6e-21
ASFUM08-12-12-13_002264-T1	Kinase-like=2.7e-08;Pkinase=2.5e-66;PK_Tyr_Ser-Thr=8.5e-38
AF100-12-37_005490-T1	FeoB_N=4.4e-09;MMR_HSR1=8.2e-18
AF100-11B_007215-T1	ADH_N=1.7e-07;ADH_zinc_N=8.2e-12
ASFUM08-19-02-46_009483-T1	Pyridoxal_deC=1.3e-77
AFIS-23107-CDC-12_001424-T1	Transp_cyt_pur=3.8e-15
AF106-6-5_001215-T1	Mito_carr=3.2e-47;Mito_carr=3.2e-47;Mito_carr=3.2e-47
ASFUM08-19-02-10_003447-T1	Acetyltransf_1=1.2e-07;Acetyltransf_10=1.6e-07
ASFUM08-12-12-13_001454-T1	AA_permease=3.2e-23;AA_permease_2=4e-51
AZTEC-4-250_000997-T1	MTHFR=1.2e-115
ASFUM08-12-12-13_004475-T1	TPP_enzyme_C=3.8e-16;TPP_enzyme_M=4.3e-23;TPP_enzyme_N=1.3e-33
ASFUM08-12-12-13_001593-T1	DHHC=4.3e-38
CM2495_001154-T1	Stn1=4.6e-13
AF100-12-38_000195-T1	Plus-3=7.1e-35
ASFUM08-12-12-13_004859-T1	Beta_helix=3.7e-12;Chondroitinas_B=4e-09
ASFUM08-12-12-13_001914-T1	UFD1=3.2e-77
ASFUM08-12-12-13_002894-T1	PfkB=7.3e-14
ATCC46645_002919-T1	GDA1_CD39=4.7e-101
ASFUM08-19-02-46_000900-T1	RTA1=5.9e-57
ASFUM08-12-12-13_008311-T1	Rsm1=4.1e-39;zf-C3HC=3e-42
AF100-10B_008437-T1	Nramp=1.4e-78
ASFUM08-12-12-13_008149-T1	Mito_carr=9.1e-70;Mito_carr=9.1e-70;Mito_carr=9.1e-70
ASFUM08-12-12-13_005948-T1	Pyridox_oxase_2=1.7e-30
CM2495_006765-T1	Cpn60_TCP1=2.3e-161
AF100-12-18_005619-T1	Tfb4=5e-121
ASFUM08-12-12-13_009317-T1	EFG_C=1.1e-20;EFG_III=1.3e-08;EFG_IV=4.9e-25;EFTUD2=1.2e-38;GTP_EFTU=2.8e-49;GTP_EFTU_D2=1.8e-09;MMR_HSR1=1.5e-06
ASFUM08-12-12-13_000788-T1	WD40=2.2e-34;WD40=2.2e-34;WD40=2.2e-34;WD40=2.2e-34;WD40=2.2e-34;WD40=2.2e-34
ASFUM08-12-12-13_009140-T1	Ctr=4.7e-15
ASFUM08-12-12-13_001145-T1	CENP-Q=5.9e-61
ASFUM08-19-02-46_006944-T1	Mito_carr=1.6e-53;Mito_carr=1.6e-53;Mito_carr=1.6e-53
ASFUM08-12-12-13_002110-T1	SRP40_C=4e-19
AF100-12-37_001544-T1	Sec2p=4.8e-12
ASFUM08-12-12-13_009513-T1	DHHC=3.9e-33
ASFUM08-12-12-13_008550-T1	MU117=8.2e-21
NCPF-7820_000156-T1	COPIIcoated_ERV=2.5e-35;ERGIC_N=6e-26
ASFUM08-12-12-13_008888-T1	DUF2407=3.6e-07;Rad60-SLD=7.1e-09;Rad60-SLD_2=1.8e-06;UBA=2.7e-08;ubiquitin=3.5e-23
ASFUM08-12-12-13_005029-T1	Gpr1_Fun34_YaaH=1.7e-31
AF100-12-21_000608-T1	DEAD=1.1e-53;Helicase_C=2.1e-21;ResIII=7.2e-10
ASFUM08-12-12-13_000707-T1	K_oxygenase=1.4e-113
IFM-59359_003713-T1	Transketolase_C=8.8e-35;Transket_pyr=8.5e-46
ASFUM08-12-12-13_002118-T1	Acetyltransf_8=3.7e-55
ASFUM08-12-12-13_007510-T1	MRP-S28=6.1e-48
AF100-10A_009423-T1	Pro_CA=6e-26
ASFUM08-19-02-10_007001-T1	Chromo=1.6e-11;Chromo_shadow=8.1e-22
ATCC46645_000998-T1	CDC73_C=3.3e-59
AF100-12-21_008869-T1	CMAS=3.5e-08;Methyltransf_11=4.4e-22;Methyltransf_12=3.1e-11;Methyltransf_2=1.5e-06;Methyltransf_23=6.7e-13;Methyltransf_25=1.1e-23;Methyltransf_31=1.3e-31;MTS=3.2e-07;PCMT=7e-09;PrmA=2.1e-10;Ubie_methyltran=1.8e-15;UPF0020=1.8e-06
ASFUM08-12-12-13_004062-T1	M20_dimer=1.2e-09;Peptidase_M20=3.7e-33
IFM-62516_004672-T1	MPAB_Lcp_cat=4.7e-43
ASFUM08-12-12-13_008805-T1	Anth_synt_I_N=3.9e-27;Chorismate_bind=4.2e-88
ASFUM08-19-02-46_004304-T1	MFS_1=9.9e-26;Sugar_tr=6.4e-79;TRI12=1.2e-08
F21857_000293-T1	Dioxygenase_C=1.4e-50;Dioxygenase_N=6.5e-29
CM2141_000046-T1	Ank=2.7e-32;Ank_2=1.2e-58;Ank_2=1.2e-58;Ank_2=1.2e-58;Ank_2=1.2e-58;Ank_2=1.2e-58;Ank_3=1.9e-33;Ank_4=3.8e-45;Ank_4=3.8e-45;Ank_4=3.8e-45;Ank_4=3.8e-45;Ank_5=2.7e-38
ASFUM08-12-12-13_008310-T1	COX15-CtaA=1.7e-119
CM2141_000034-T1	DUF3723=2.1e-95;DUF3723=2.1e-95;DUF3723=2.1e-95
AF100-12-13_002471-T1	CAP_GLY=7.5e-33;CAP_GLY=7.5e-33;Ubiquitin_2=1.6e-16
AF100-12-18_000976-T1	Exo70=1.3e-89
ASFUM08-12-12-13_001620-T1	CDC27=1.9e-131
AFUG-100413-0667_003014-T1	Pyr_redox_2=1.9e-10
ASFUM08-12-12-13_003219-T1	RBM39linker=3e-29;RRM_1=1.2e-42;RRM_1=1.2e-42
ASFUM08-12-12-13_002606-T1	Mito_carr=1.4e-46;Mito_carr=1.4e-46;Mito_carr=1.4e-46
AF100-11B_003149-T1	Zn_clus=1.1e-09
ASFUM08-19-02-10_002470-T1	Mito_carr=1.6e-20
ASFUM08-12-12-13_000582-T1	MT-A70=3e-22
AZTEC-14-484_005536-T1	ETF=2.4e-46
ASFUM08-12-12-13_002689-T1	4HBT=1.8e-11
CF337_006906-T1	Ribosomal_L5=4.8e-22;Ribosomal_L5_C=2.5e-23
B5859_000665-T1	CIAPIN1=1.3e-42;DRE2_N=1.2e-32
NCPF-7816_001034-T1	Arv1=2.1e-56;Arv1=2.1e-56
ASFUM08-12-12-13_007858-T1	Melibiase=1e-09;Melibiase_2=1.5e-64;Melibiase_C=1.3e-14
CM3262_006856-T1	bZIP_2=7.1e-14
AF90_000267-T1	HLH=3.8e-11
A1163_009980-T1	Ank_2=1.3e-11
ASFUM08-12-12-13_002160-T1	SSF=2.1e-20
AF100-12-4_007015-T1	WD40=6e-18
ATCC46645_006673-T1	Methyltransf_24=2.4e-14
ASFUM08-12-12-13_003619-T1	ADH_N=2.1e-23;ADH_zinc_N=3.5e-24;ADH_zinc_N_2=3e-08
AF100-12-7G_002255-T1	Pyridoxal_deC=4.1e-20
ASFUM08-12-12-13_001613-T1	DUF3716=3.2e-15
ASFUM08-12-12-13_008592-T1	CFEM=4.5e-16
ASFUM12-7505220_000347-T1	LicD=3.8e-24
AF100-12-25_006523-T1	NAC=3.4e-25
AF100-10A_004290-T1	Pex14_N=2e-20
ASFUM08-12-12-13_010171-T1	6PF2K=9.5e-79;His_Phos_1=1.5e-41;KTI12=3.3e-07
COH-371_002359-T1	SelO=8.7e-127
ASFUM08-19-02-10_001228-T1	cobW=1.9e-49;CobW_C=1.4e-06
AF100-11A_006826-T1	Abhydrolase_1=2.5e-13;Hydrolase_4=4.3e-10
AFIS-23107-CDC-12_009874-T1	Methyltransf_11=3.2e-12;Methyltransf_23=7.3e-18;Methyltransf_25=1.3e-13
B7518-CDC-26_002375-T1	Dus=1.1e-47
IFM-59356-1_002444-T1	DUF3435=3.8e-36
AF100-10A_009832-T1	C2=4.7e-12
ASFUM08-12-12-13_005816-T1	CorA=4.3e-14
ASFUM08-12-12-13_006350-T1	F420_oxidored=3.6e-20;P5CR_dimer=9.2e-38
AF106-6-2_002636-T1	ABC_tran=2.3e-36;ABC_tran=2.3e-36;Fer4=4.6e-06;RLI=1.8e-15
AF100-10-5_010142-T1	Cyt-b5=1.3e-18;FA_desaturase=7.6e-21
B6081_000892-T1	Glyco_hydro_92=1.1e-147;Glyco_hydro_92N=8.7e-62
W72310_007204-T1	MFS_1=2.7e-29
ASFUM08-12-12-13_008814-T1	Peptidase_M20=1.4e-33
ASFUM08-19-02-46_002352-T1	Thg1=2.5e-53;Thg1C=9.3e-55
ASFUM09-7500806_010126-T1	DUF3435=1.2e-117
CM3249_000095-T1	ADH_N=3.8e-10;ADH_zinc_N=1.1e-28;ADH_zinc_N_2=1.7e-22
ASFUM08-12-12-13_007319-T1	Sacchrp_dh_C=6.3e-103;Sacchrp_dh_NADP=3.5e-27;Shikimate_DH=5.6e-09
CM237_001907-T1	FAD_binding_8=1.1e-14;Ferric_reduct=1.4e-09
ASFUM1F1SW-F4_006568-T1	DUF1749=1.1e-101
CM7555_003620-T1	S-methyl_trans=1.2e-37
ASFUM08-19-02-30_005090-T1	DUF3435=4.4e-123
F12636_000881-T1	MurB_C=7.4e-20
AF100-12-38_005196-T1	SF3A3=1.4e-18;SF3a60_bindingd=2.4e-15;SF3a60_Prp9_C=6.8e-56;zf-C2H2_jaz=1.6e-09;zf-met=3.9e-09
AF100-10C_008933-T1	MFS_1=8.6e-22;Sugar_tr=2.6e-108
IFM-59359_003653-T1	Fungal_trans_2=2.4e-11;Zn_clus=9.2e-09
ATCC46645_006411-T1	Arginase=8.1e-91
ASFUM08-19-02-46_000834-T1	Carb_kinase=6.6e-54
AF100-12-35_006859-T1	MFS_1=5.7e-29;Sugar_tr=8.2e-09
F7763_000128-T1	Ank=1.7e-58;Ank=1.7e-58;Ank=1.7e-58;Ank=1.7e-58;Ank=1.7e-58;Ank=1.7e-58;Ank_2=1.5e-57;Ank_2=1.5e-57;Ank_2=1.5e-57;Ank_3=1.6e-47;Ank_3=1.6e-47;Ank_3=1.6e-47;Ank_3=1.6e-47;Ank_4=2.1e-57;Ank_4=2.1e-57;Ank_4=2.1e-57;Ank_4=2.1e-57;Ank_4=2.1e-57;Ank_5=7e-38
ASFUM08-12-12-13_004731-T1	Cupin_2=8.9e-10
IFM-59359_005221-T1	DUF1524=1.4e-09
AF106-6-3_000764-T1	SET=7.1e-12
ASFUM08-19-02-10_000046-T1	Glyco_hydro_31=3.5e-16
ASFUM08-12-12-13_002065-T1	CBFD_NFYB_HMF=8.6e-30;Histone=8e-09
AF100-12-17_009844-T1	DUF3431=1.4e-94
ASFUM08-12-12-13_000730-T1	Cpn60_TCP1=6.8e-165
AF100-12-3_006951-T1	NLE=2.7e-22;WD40=1.7e-20;WD40=1.7e-20;WD40=1.7e-20
AF100-12-7_000779-T1	MFS_1=4e-45;Sugar_tr=6.7e-14;TRI12=1.1e-07
ASFUM08-12-12-13_002117-T1	OCD_Mu_crystall=1.3e-10;Shikimate_DH=5.4e-09
CM2495_002276-T1	Acetyltransf_1=5.2e-06;Integrase_H2C2=8.6e-12;zf-H2C2=1.7e-18
IFM-61610_004845-T1	AP_endonuc_2=6.4e-43;AP_endonuc_2=6.4e-43
ASFUM08-12-12-13_000889-T1	CBM_1=3.3e-16;Cellulase=1e-56
ASFUM08-12-12-13_000023-T1	Aa_trans=1.1e-80
B7586-CDC-30_003107-T1	Dcc1=2.7e-29
AF100-12-37_001570-T1	DAO=1.1e-46;NAD_binding_8=2.7e-06
IFM-59359_005268-T1	CBFD_NFYB_HMF=2.4e-06;Histone=4.5e-18;Histone_H2A_C=3.8e-13
ASFUM08-12-12-13_003308-T1	Amidase=2.8e-93
ASFUM08-12-12-13_002711-T1	adh_short=3.9e-52;adh_short_C2=9.5e-58;Epimerase=4.4e-07;KR=2.1e-18
ASFUM08-12-12-13_009184-T1	Glyco_transf_8=3.1e-16
ASFUM09-7500806_007012-T1	Fungal_trans_2=8.1e-86;Zn_clus=3.5e-09
CM2495_001245-T1	DALR_1=7.7e-30;tRNA-synt_1d=1.5e-99
AF100-10A_004708-T1	DUF3712=5.8e-39
ASFUM08-12-12-13_008064-T1	Myb_DNA-binding=5.2e-07;Myb_DNA-bind_7=2.1e-31
ASFUM08-19-02-46_003948-T1	Pkinase=9.7e-51;PK_Tyr_Ser-Thr=1.3e-27
AFIS-23107-CDC-12_006748-T1	Lactamase_B_2=7.7e-13
ASFUM08-12-12-13_009500-T1	MFS_1=3.6e-20;Sugar_tr=6e-111
ASFUM08-19-02-46_002209-T1	UbiA=4.5e-41
NCPF-7820_004483-T1	ECH_1=3.1e-42;ECH_2=1.3e-29
ASFUM08-12-12-13_001616-T1	PolyA_pol=3.3e-24;PolyA_pol_RNAbd=4.8e-10
ASFUM08-19-02-30_007222-T1	CFEM=3.4e-07
ASFUM08-19-02-46_006147-T1	ERCC3_RAD25_C=2.5e-128;Helicase_C=9.3e-15;Helicase_C_3=4.2e-37;ResIII=1.7e-16;SNF2-rel_dom=5.8e-12
AF90_002993-T1	Transp_cyt_pur=3e-149
ASFUM08-12-12-13_000235-T1	Vma12=3.6e-43
AF100-12-17_000507-T1	Methyltransf_11=2.4e-09;Methyltransf_23=3.5e-27;Methyltransf_25=6.5e-13;Methyltransf_31=4.2e-12;Ubie_methyltran=3.8e-07
ASFUM08-12-12-13_005575-T1	Peptidase_S10=4.1e-89
ASFUM08-12-12-13_008584-T1	Q_salvage=2.2e-141
IFM-59356-2_000309-T1	Forkhead=1.7e-24
ASFUM08-12-12-13_005149-T1	FAD-oxidase_C=4.3e-60;FAD_binding_4=2.3e-38
CF098_002741-T1	Kinase-like=6.5e-08;Pkinase=2.2e-73;PK_Tyr_Ser-Thr=2.8e-39
JN10_002687-T1	MPAB_Lcp_cat=2e-08
AF100-12-18_002111-T1	Chalcone_2=3.1e-82
DMC2AF100-1-3_003919-T1	HAD=3.5e-22;Hydrolase=4.3e-21;Hydrolase_3=1.7e-09;Put_Phosphatase=1.1e-06
CM2495_004495-T1	Amino_oxidase=2.1e-48;NAD_binding_8=3.6e-16;Pyr_redox=2.4e-08;Pyr_redox_2=8.1e-08
ASFUM08-12-12-13_005351-T1	Mito_carr=1.6e-29;Mito_carr=1.6e-29
AZTEC-9-222_000313-T1	CactinC_cactus=5.4e-60;Cactin_mid=3.2e-64
IFM-59359_000509-T1	Glyco_transf_90=2.1e-18
ASFUM08-19-02-30_003955-T1	Acyl-CoA_dh_1=2.7e-28;Acyl-CoA_dh_2=5.5e-10;Acyl-CoA_dh_M=5.4e-20;Acyl-CoA_dh_N=9.8e-31
AF106-6-2_008389-T1	zf-C2H2=1.4e-13;zf-C2H2=1.4e-13;zf-met=4.4e-06
ASFUM08-19-02-46_007738-T1	Proteasome=6.3e-40
ASFUM08-12-12-13_010282-T1	MFS_1=1.9e-33;MFS_1=1.9e-33
ASFUM08-19-02-10_007748-T1	BBE=2.3e-11;FAD_binding_4=1.1e-28
ASFUM08-12-12-13_003130-T1	AMP_N=2.8e-25;Peptidase_M24=2.9e-61
AZTEC-13-751_002747-T1	Proteasom_Rpn13=2.1e-29;RPN13_C=6.9e-15
JN10_004256-T1	Mito_carr=1e-47;Mito_carr=1e-47;Mito_carr=1e-47
ASFUM08-12-12-13_004359-T1	cNMP_binding=7.2e-42;cNMP_binding=7.2e-42
AF293_005181-T1	MFS_1=3.8e-43;Sugar_tr=5.6e-08;TRI12=1.7e-09
ASFUM08-12-12-13_005219-T1	NAP=2.6e-28
DMC2AF100-1-18_008341-T1	UDG=3e-19
ASFUM08-12-12-13_006822-T1	PPTA=5.6e-14;PPTA=5.6e-14
AF100-12-18_000666-T1	NAD_Gly3P_dh_C=4.7e-40;NAD_Gly3P_dh_N=1.3e-41
ASFUM08-19-02-46_000013-T1	PA=1.9e-13;Peptidase_M28=1e-38
AZTEC-13-751_004851-T1	MFS_1=1e-22;Sugar_tr=3.8e-107
ASFUM08-12-12-13_001464-T1	OPT=1.5e-183
ASFUM08-12-12-13_007425-T1	VIT1=7.5e-64
