Gene,OrigName,PIRATE_Cluster,Af293_name,Af293_Evalue,VOG,VOG_Evalue,Pfam_hits,SPROT_name,SPROT_Evalue,SPROT_gene,SPROT_taxa,Kingdom,taxon_id,Species
F15927_002301-T1,Afum_F15927_mRNA_02241,g013979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFIS-23107-CDC-12_007997-T1,Afum_AFIS_23107_CDC_12_mRNA_07783,g013980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_001906-T1,Afum_12_7504462_mRNA_10391,g013981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59073_001768-T1,Afum_IFM_59073_mRNA_10142,g013982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-55369_008830-T1,Afum_IFM_55369_mRNA_08635,g013983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-10-5_001314-T1,Afum_AF100_10_5_mRNA_01295,g013984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-31-08-91_004244-T1,Afum_08_31_08_91_mRNA_04164,g013985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59777_007763-T1,Afum_IFM_59777_mRNA_07468,g013986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F7763_009989-T1,Afum_F7763_mRNA_09805,g013987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F7763_009993-T1,Afum_F7763_mRNA_09809,g013988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-11C_001750-T1,Afum_AF100_11C_mRNA_10025,g013989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59361-2_003521-T1,Afum_IFM_59361_2_mRNA_10387,g013990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5259-CDC-23_008980-T1,Afum_B5259_CDC_23_mRNA_10095,g013991,NA,NA,NA,NA,V-set=7.2e-09,NA,NA,NA,NA,NA,NA,NA
NCPF-7816_008942-T1,Afum_NCPF_7816_mRNA_10127,g013992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-7G_009644-T1,Afum_AF100_12_7G_mRNA_09252,g013993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-3_007703-T1,Afum_AF100_12_3_mRNA_07530,g013994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATCC46645_006589-T1,Afum_ATCC46645_mRNA_10365,g013995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-10_003243-T1,Afum_08_19_02_10_mRNA_03178,g013996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6069_005013-T1,Afum_B6069_mRNA_10284,g013997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6069_006442-T1,Afum_B6069_mRNA_10315,g013998,NA,NA,NA,NA,GTP_EFTU=5.7e-17,sp|A4G9U0|EFTU_HERAR,2.9e-39,EFTU_HERAR,HERAR,Bacteria,204773,Herminiimonas arsenicoxydans
AF100-10B_004817-T1,Afum_AF100_10B_mRNA_04728,g013999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZTEC-4-250_006931-T1,Afum_AZTEC_4_250_mRNA_06766,g014000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5288-CDC-16_007878-T1,Afum_B5288_CDC_16_mRNA_07661,g014001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZTEC-13-751_005752-T1,Afum_AZTEC_13_751_mRNA_05534,g014002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F7763_004654-T1,Afum_F7763_mRNA_04563,g014003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCPF-7820_009572-T1,Afum_NCPF_7820_mRNA_09951,g014004,NA,NA,VOG14328,3.2e-27,CSD=1.4e-31,sp|P62169|CSPC_BACAN,2.2e-31,CSPC_BACAN,BACAN,Bacteria,1392,Bacillus anthracis
W72310_001665-T1,Afum_W72310_mRNA_09537,g014005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-10A_005581-T1,Afum_AF100_10A_mRNA_05348,g014006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COH-762_001715-T1,Afum_COH_762_mRNA_10215,g014007,NA,NA,NA,NA,PGI=1.2e-27,sp|Q6P6V0|G6PI_RAT,5.6e-39,G6PI_RAT,RAT,Eukaryota,10116,Rattus norvegicus
IFM-59361_003521-T1,Afum_IFM_59361_mRNA_10535,g014008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFUG-031815-1869_001774-T1,Afum_AFUG_031815_1869_mRNA_10254,g014009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZTEC-12-128_003409-T1,Afum_AZTEC_12_128_mRNA_09956,g014010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-46_004956-T1,Afum_08_19_02_46_mRNA_04845,g014011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-17_007541-T1,Afum_AF100_12_17_mRNA_07283,g014012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF300_003040-T1,Afum_AF300_mRNA_02947,g014013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5461-CDC-2_002691-T1,Afum_B5461_CDC_2_mRNA_02641,g014014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6069_006443-T1,Afum_B6069_mRNA_10316,g014015,NA,NA,NA,NA,EFG_C=4.3e-18,sp|A1TJ04|EFG_ACIAC,1.5e-33,EFG_ACIAC,ACIAC,Bacteria,397945,Acidovorax citrulli (strain AAC00-1)
CM3249_000055-T1,Afum_CM3249_mRNA_00054,g014016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM4602_010264-T1,Afum_CM4602_mRNA_10004,g014017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59356-2_000555-T1,Afum_IFM_59356_2_mRNA_00545,g014018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-3_004126-T1,Afum_AF100_12_3_mRNA_04017,g014019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F21572_001643-T1,Afum_F21572_mRNA_01618,g014020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1163_010555-T1,Afum_A1163_mRNA_10289,g014021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM117535A-1_000704-T1,Afum_117535A_1_1_mRNA_00690,g014022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59361_003497-T1,Afum_IFM_59361_mRNA_10522,g014023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CF098_004860-T1,Afum_CF098_mRNA_10147,g014024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moose312_009840-T1,Afum_Moose_3_1_2_mRNA_10285,g014025,NA,NA,NA,NA,Ycf9=6.6e-28,sp|Q2PMU0|PSBZ_SOYBN,1.8e-32,PSBZ_SOYBN,SOYBN,Eukaryota,3847,Glycine max
Af65_000182-T1,Afum_Af65_mRNA_00180,g014026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_002741-T1,Afum_08_12_12_13_mRNA_02691,g014027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-10-5_005664-T1,Afum_AF100_10_5_mRNA_05476,g014028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM84-NIH_005093-T1,Afum_84_NIH_mRNA_05008,g014029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCPF-7820_007076-T1,Afum_NCPF_7820_mRNA_06822,g014030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oryx-1_006213-T1,Afum_Oryx_1_mRNA_10018,g014031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFUG-031815-1869_005011-T1,Afum_AFUG_031815_1869_mRNA_10150,g014032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZTEC-13-751_004546-T1,Afum_AZTEC_13_751_mRNA_04342,g014033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCPF-7820_001729-T1,Afum_NCPF_7820_mRNA_09848,g014034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59361-1_009764-T1,Afum_IFM_59361_1_mRNA_10218,g014035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-24_008589-T1,Afum_AF100_12_24_mRNA_08311,g014036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5461-CDC-2_001253-T1,Afum_B5461_CDC_2_mRNA_01225,g014037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7505220_001798-T1,Afum_12_7505220_mRNA_10285,g014038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ISSF-21_009677-T1,Afum_ISSF_21_mRNA_09497,g014039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-11-3_004509-T1,Afum_AF100_11_3_mRNA_04348,g014040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFUG-031815-1869_001772-T1,Afum_AFUG_031815_1869_mRNA_10252,g014041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATCC-46645_006030-T1,Afum_ATCC_46645_mRNA_05788,g014042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM2733_000622-T1,Afum_CM2733_mRNA_00608,g014043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6069_003489-T1,Afum_B6069_mRNA_10202,g014044,NA,NA,NA,NA,HTH_19=1.8e-11;HTH_3=6.1e-14;HTH_31=7.3e-11,NA,NA,NA,NA,NA,NA,NA
AZTEC-4-250_009877-T1,Afum_AZTEC_4_250_mRNA_09658,g014045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-38_004359-T1,Afum_AF100_12_38_mRNA_04229,g014046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CF098_004503-T1,Afum_CF098_mRNA_04470,g014047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mg18-1_006347-T1,Afum_Mg18_1_mRNA_10177,g014048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFUG-031815-1869_001778-T1,Afum_AFUG_031815_1869_mRNA_10258,g014049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP65_002695-T1,Afum_AP65_mRNA_02635,g014050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_000880-T1,Afum_08_12_12_13_mRNA_00865,g014051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_005541-T1,Afum_08_12_12_13_mRNA_05446,g014052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6074_010034-T1,Afum_B6074_mRNA_09807,g014053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF293_010150-T1,Afum_AF293_mRNA_09970,g014054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F12041_006728-T1,Afum_F12041_mRNA_06599,g014055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6069_010515-T1,Afum_B6069_mRNA_10243,g014056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COH-880_001730-T1,Afum_COH_880_mRNA_10260,g014057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moose312_009812-T1,Afum_Moose_3_1_2_mRNA_09590,g014058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6069_003498-T1,Afum_B6069_mRNA_10211,g014059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM2495_008948-T1,Afum_CM2495_mRNA_08761,g014060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DMC2AF100-1-8_001697-T1,Afum_DMC2_AF100_1_8_mRNA_10239,g014061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-61118_003428-T1,Afum_IFM_61118_mRNA_10186,g014062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-21_001610-T1,Afum_AF100_12_21_mRNA_09354,g014063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mg18-1_001738-T1,Afum_Mg18_1_mRNA_10218,g014064,NA,NA,NA,NA,CSD=3e-16,NA,NA,NA,NA,NA,NA,NA
Mg18-1_001760-T1,Afum_Mg18_1_mRNA_10240,g014065,NA,NA,NA,NA,AsnC_trans_reg=7.8e-13,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_003551-T1,Afum_08_12_12_13_mRNA_03483,g014066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCPF-7811_009477-T1,Afum_NCPF_7811_mRNA_09279,g014067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-61_000982-T1,Afum_08_19_02_61_mRNA_00967,g014068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM4946_003627-T1,Afum_CM4946_mRNA_03501,g014069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFUG-031815-1869_001725-T1,Afum_AFUG_031815_1869_mRNA_10228,g014070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5258-CDC-22_010444-T1,Afum_B5258_CDC_22_mRNA_10265,g014071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mg18-1_001723-T1,Afum_Mg18_1_mRNA_10204,g014072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZTEC-17-234_002703-T1,Afum_AZTEC_17_234_mRNA_02582,g014073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-61407_009619-T1,Afum_IFM_61407_mRNA_10107,g014074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6081_003265-T1,Afum_B6081_mRNA_09511,g014075,NA,NA,NA,NA,NA,sp|P0A2X3|EXOA_STRPN,5.7e-24,EXOA_STRPN,STRPN,Bacteria,170187,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
AF100-10-5_001526-T1,Afum_AF100_10_5_mRNA_01505,g014076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZTEC-2-251_008968-T1,Afum_AZTEC_2_251_mRNA_08802,g014077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-39_008743-T1,Afum_AF100_12_39_mRNA_08554,g014078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6069_003497-T1,Afum_B6069_mRNA_10210,g014079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZTEC-5-223_008911-T1,Afum_AZTEC_5_223_mRNA_08669,g014080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F13619_005105-T1,Afum_F13619_mRNA_10302,g014081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W72310_004702-T1,Afum_W72310_mRNA_09514,g014082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-46_009616-T1,Afum_08_19_02_46_mRNA_09436,g014083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CF337_005560-T1,Afum_CF337_mRNA_05467,g014084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DMC2-AF100-12-9_008386-T1,Afum_DMC2_AF100_12_9_mRNA_08242,g014085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-61_006491-T1,Afum_08_19_02_61_mRNA_06371,g014086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JN10_000211-T1,Afum_JN10_mRNA_00211,g014087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59361-2_003536-T1,Afum_IFM_59361_2_mRNA_10397,g014088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_006475-T1,Afum_12_7504462_mRNA_06313,g014089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO79587EXP_010315-T1,Afum_MO79587EXP_mRNA_10171,g014090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-10_003496-T1,Afum_08_19_02_10_mRNA_03429,g014091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFUG-031815-1869_006297-T1,Afum_AFUG_031815_1869_mRNA_06034,g014092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5269-CDC-24_001707-T1,Afum_B5269_CDC_24_mRNA_09984,g014093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6081_003246-T1,Afum_B6081_mRNA_09497,g014094,NA,NA,NA,NA,Dak1_2=9.8e-19,NA,NA,NA,NA,NA,NA,NA
COH-400_003638-T1,Afum_COH_400_mRNA_10470,g014095,NA,NA,NA,NA,Profilin=3.4e-06,sp|P62962|PROF1_MOUSE,4.6e-32,PROF1_MOUSE,MOUSE,Eukaryota,10090,Mus musculus
AF100-10C_007931-T1,Afum_AF100_10C_mRNA_07762,g014096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mg18-1_001756-T1,Afum_Mg18_1_mRNA_10236,g014097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATCC-46645_010575-T1,Afum_ATCC_46645_mRNA_10383,g014098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF1S6_003626-T1,Afum_SF1S6_mRNA_03531,g014099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-5_008590-T1,Afum_AF100_12_5_mRNA_08366,g014100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afu-343-P-11_005026-T1,Afum_Afu_343_P_11_mRNA_04904,g014101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COH-400_003633-T1,Afum_COH_400_mRNA_10467,g014102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFUG-031815-1869_007914-T1,Afum_AFUG_031815_1869_mRNA_10179,g014103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6069_003485-T1,Afum_B6069_mRNA_10271,g014104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_006593-T1,Afum_08_12_12_13_mRNA_06468,g014105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFIS-23107-CDC-12_001865-T1,Afum_AFIS_23107_CDC_12_mRNA_10372,g014106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-10-5_004415-T1,Afum_AF100_10_5_mRNA_04252,g014107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-61_006586-T1,Afum_08_19_02_61_mRNA_06465,g014108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F21732_004029-T1,Afum_F21732_mRNA_03922,g014109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-11A_000732-T1,Afum_AF100_11A_mRNA_00718,g014110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mg18-1_001728-T1,Afum_Mg18_1_mRNA_10209,g014111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mg18-1_001755-T1,Afum_Mg18_1_mRNA_10235,g014112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-21_009538-T1,Afum_AF100_12_21_mRNA_09353,g014113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZTEC-17-234_003491-T1,Afum_AZTEC_17_234_mRNA_10151,g014114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM237_005061-T1,Afum_CM237_mRNA_10393,g014115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59777_001683-T1,Afum_IFM_59777_mRNA_10263,g014116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COH-913_001746-T1,Afum_COH_913_mRNA_10242,g014117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COH-400_003631-T1,Afum_COH_400_mRNA_10465,g014118,NA,NA,NA,NA,Arf=8.7e-08,sp|Q9QVY3|SAR1B_CRIGR,6e-28,SAR1B_CRIGR,CRIGR,Eukaryota,10029,Cricetulus griseus
ASFUM08-12-12-13_002005-T1,Afum_08_12_12_13_mRNA_01970,g014119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFUG-031815-1869_001793-T1,Afum_AFUG_031815_1869_mRNA_10123,g014120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59361_005045-T1,Afum_IFM_59361_mRNA_10542,g014121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATCC46645_003532-T1,Afum_ATCC46645_mRNA_10404,g014122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-27_009237-T1,Afum_AF100_12_27_mRNA_08992,g014123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-10-5_007227-T1,Afum_AF100_10_5_mRNA_06997,g014124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-11A_004811-T1,Afum_AF100_11A_mRNA_04649,g014125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59359_006101-T1,Afum_IFM_59359_mRNA_05721,g014126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-10A_006832-T1,Afum_AF100_10A_mRNA_06547,g014127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_000637-T1,Afum_08_12_12_13_mRNA_00622,g014128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-10-5_009741-T1,Afum_AF100_10_5_mRNA_09465,g014129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COH-371_001621-T1,Afum_COH_371_mRNA_10214,g014130,NA,NA,NA,NA,SRF-TF=2e-08,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-46_009594-T1,Afum_08_19_02_46_mRNA_09427,g014131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6069_006438-T1,Afum_B6069_mRNA_10311,g014132,NA,NA,NA,NA,TonB_dep_Rec=3.5e-09,NA,NA,NA,NA,NA,NA,NA
NCPF-7820_008892-T1,Afum_NCPF_7820_mRNA_09920,g014133,NA,NA,NA,NA,NA,sp|Q5HQC3|MENB_STAEQ,5.8e-29,MENB_STAEQ,STAEQ,Bacteria,176279,Staphylococcus epidermidis (strain ATCC 35984 / RP62A)
B5258-CDC-22_009618-T1,Afum_B5258_CDC_22_mRNA_09431,g014134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_009851-T1,Afum_12_7504462_mRNA_09619,g014135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFUG-031815-1869_001792-T1,Afum_AFUG_031815_1869_mRNA_10122,g014136,NA,NA,NA,NA,DUF2628=1.7e-15;GYF_2=1.1e-16,NA,NA,NA,NA,NA,NA,NA
IFM-62516_003296-T1,Afum_IFM_62516_mRNA_09569,g014142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM3262_009522-T1,Afum_CM3262_mRNA_09331,g014143,NA,NA,NA,NA,NYN=5.9e-34;OST-HTH=1.2e-17,NA,NA,NA,NA,NA,NA,NA
IFM-59359_006378-T1,Afum_IFM_59359_mRNA_05983,g014144,NA,NA,NA,NA,CS=9.5e-09,sp|Q11118|WOS2_SCHPO,1.6e-24,WOS2_SCHPO,SCHPO,Eukaryota,284812,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
ATCC46645_000330-T1,Afum_ATCC46645_mRNA_00326,g014146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-7_009093-T1,Afum_AF100_12_7_mRNA_08895,g014147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCPF-7820_001724-T1,Afum_NCPF_7820_mRNA_09844,g014149,NA,NA,VOG08258,3.3e-24,Pyr_redox_2=2.9e-16,sp|Q8CMQ1|AHPF_STAES,1.4e-130,AHPF_STAES,STAES,Bacteria,176280,Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)
NCPF-7820_001726-T1,Afum_NCPF_7820_mRNA_09846,g014150,NA,NA,NA,NA,CBS=5.6e-22;CBS=5.6e-22;IMPDH=8.3e-50,sp|Q5HRX2|IMDH_STAEQ,1.3e-150,IMDH_STAEQ,STAEQ,Bacteria,176279,Staphylococcus epidermidis (strain ATCC 35984 / RP62A)
CM7555_000040-T1,Afum_CM7555_mRNA_00040,g014151,NA,NA,NA,NA,APH=9.4e-17;Choline_kinase=1.8e-06,NA,NA,NA,NA,NA,NA,NA
A1163_001715-T1,Afum_A1163_mRNA_10297,g014152,NA,NA,NA,NA,TPR_10=8.8e-29;TPR_10=8.8e-29;TPR_10=8.8e-29;TPR_12=5e-25,sp|A0JM23|NPHP3_XENTR,2.6e-25,NPHP3_XENTR,XENTR,Eukaryota,8364,Xenopus tropicalis
NCPF-7820_001690-T1,Afum_NCPF_7820_mRNA_09839,g014153,NA,NA,NA,NA,Aminotran_4=1.6e-26,sp|Q8CQ78|ILVE_STAES,1.5e-138,ILVE_STAES,STAES,Bacteria,176280,Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)
IFM-59359_000018-T1,Afum_IFM_59359_mRNA_00018,g014155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59073_001771-T1,Afum_IFM_59073_mRNA_10145,g014156,NA,NA,NA,NA,DHR10=2.6e-08,NA,NA,NA,NA,NA,NA,NA
LMB-35Aa_003448-T1,Afum_LMB_35Aa_mRNA_10049,g014157,NA,NA,NA,NA,Ank=9.7e-13;Ank_2=6.8e-18;Ank_3=2.4e-17,sp|Q502K3|ANR52_DANRE,2.6e-25,ANR52_DANRE,DANRE,Eukaryota,7955,Danio rerio
B5269-CDC-24_004190-T1,Afum_B5269_CDC_24_mRNA_04088,g014158,NA,NA,NA,NA,F-box=1.1e-05,NA,NA,NA,NA,NA,NA,NA
